split,original_image_path,top_view_path,image_name,label_path,true_count,top_view_success,used_fallback,message
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/150_png.rf.d73327d3ac59114d003f79ec28e80c36.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/150_png.rf.d73327d3ac59114d003f79ec28e80c36.jpg,150_png.rf.d73327d3ac59114d003f79ec28e80c36.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/150_png.rf.d73327d3ac59114d003f79ec28e80c36.txt,11,True,False,
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/151_png.rf.dded9697689a87303c84573468e354a9.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/151_png.rf.dded9697689a87303c84573468e354a9.jpg,151_png.rf.dded9697689a87303c84573468e354a9.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/151_png.rf.dded9697689a87303c84573468e354a9.txt,16,True,False,
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/152_png.rf.278ae564b1c981f43016889a9c3240e6.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/152_png.rf.278ae564b1c981f43016889a9c3240e6.jpg,152_png.rf.278ae564b1c981f43016889a9c3240e6.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/152_png.rf.278ae564b1c981f43016889a9c3240e6.txt,16,True,False,
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/153_png.rf.6e13f8c07bec12bd7e4094e6179bd363.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/153_png.rf.6e13f8c07bec12bd7e4094e6179bd363.jpg,153_png.rf.6e13f8c07bec12bd7e4094e6179bd363.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/153_png.rf.6e13f8c07bec12bd7e4094e6179bd363.txt,11,True,False,
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/156_png.rf.be7d3c328dad9ee7e3722259541a79d5.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/156_png.rf.be7d3c328dad9ee7e3722259541a79d5.jpg,156_png.rf.be7d3c328dad9ee7e3722259541a79d5.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/156_png.rf.be7d3c328dad9ee7e3722259541a79d5.txt,5,True,False,
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/157_png.rf.27c930f4a54872dbae1acb7faf69b5af.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/157_png.rf.27c930f4a54872dbae1acb7faf69b5af.jpg,157_png.rf.27c930f4a54872dbae1acb7faf69b5af.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/157_png.rf.27c930f4a54872dbae1acb7faf69b5af.txt,14,True,False,
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/158_png.rf.26ee57b4f05c15fe87b27ed170cd79b2.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/158_png.rf.26ee57b4f05c15fe87b27ed170cd79b2.jpg,158_png.rf.26ee57b4f05c15fe87b27ed170cd79b2.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/158_png.rf.26ee57b4f05c15fe87b27ed170cd79b2.txt,9,True,False,
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/159_png.rf.301cd8292389a32360fcde7abf681cfe.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/159_png.rf.301cd8292389a32360fcde7abf681cfe.jpg,159_png.rf.301cd8292389a32360fcde7abf681cfe.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/159_png.rf.301cd8292389a32360fcde7abf681cfe.txt,14,True,False,
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/15_png.rf.f28eaebb6a7dae29a59dd6b9d28ea7d5.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/15_png.rf.f28eaebb6a7dae29a59dd6b9d28ea7d5.jpg,15_png.rf.f28eaebb6a7dae29a59dd6b9d28ea7d5.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/15_png.rf.f28eaebb6a7dae29a59dd6b9d28ea7d5.txt,8,True,False,
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/15a_png.rf.d7f7746ea5afb68e6b42346c4990fa43.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/15a_png.rf.d7f7746ea5afb68e6b42346c4990fa43.jpg,15a_png.rf.d7f7746ea5afb68e6b42346c4990fa43.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/15a_png.rf.d7f7746ea5afb68e6b42346c4990fa43.txt,13,True,False,
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/15t_png.rf.0c6ff91ce5b83c01c4f9b1acefae2d71.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/15t_png.rf.0c6ff91ce5b83c01c4f9b1acefae2d71.jpg,15t_png.rf.0c6ff91ce5b83c01c4f9b1acefae2d71.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/15t_png.rf.0c6ff91ce5b83c01c4f9b1acefae2d71.txt,13,True,False,
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/160_png.rf.6f41e2456edd6888c9fae22813acc55e.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/160_png.rf.6f41e2456edd6888c9fae22813acc55e.jpg,160_png.rf.6f41e2456edd6888c9fae22813acc55e.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/160_png.rf.6f41e2456edd6888c9fae22813acc55e.txt,12,True,False,
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/161_png.rf.2436f2b0f85b3351121e334fce1ae80c.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/161_png.rf.2436f2b0f85b3351121e334fce1ae80c.jpg,161_png.rf.2436f2b0f85b3351121e334fce1ae80c.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/161_png.rf.2436f2b0f85b3351121e334fce1ae80c.txt,14,True,False,
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/162_png.rf.faeb269d920f46126201519c32565e6d.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/162_png.rf.faeb269d920f46126201519c32565e6d.jpg,162_png.rf.faeb269d920f46126201519c32565e6d.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/162_png.rf.faeb269d920f46126201519c32565e6d.txt,15,True,False,
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/163_png.rf.caf94b785a094d025843b480af8738cc.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/163_png.rf.caf94b785a094d025843b480af8738cc.jpg,163_png.rf.caf94b785a094d025843b480af8738cc.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/163_png.rf.caf94b785a094d025843b480af8738cc.txt,8,True,False,
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/164_png.rf.adf1d66e8c2fa71261ca3f1d6852fa16.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/164_png.rf.adf1d66e8c2fa71261ca3f1d6852fa16.jpg,164_png.rf.adf1d66e8c2fa71261ca3f1d6852fa16.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/164_png.rf.adf1d66e8c2fa71261ca3f1d6852fa16.txt,16,True,False,
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/165_png.rf.24adc446423ba35cdbff16ccaffc9785.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/165_png.rf.24adc446423ba35cdbff16ccaffc9785.jpg,165_png.rf.24adc446423ba35cdbff16ccaffc9785.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/165_png.rf.24adc446423ba35cdbff16ccaffc9785.txt,12,True,False,
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/166_png.rf.2a5fbe9b778584d26692a480bda6f22a.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/166_png.rf.2a5fbe9b778584d26692a480bda6f22a.jpg,166_png.rf.2a5fbe9b778584d26692a480bda6f22a.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/166_png.rf.2a5fbe9b778584d26692a480bda6f22a.txt,14,True,False,
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/169_png.rf.db5c4e716dac3be45044ffb904f0202d.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/169_png.rf.db5c4e716dac3be45044ffb904f0202d.jpg,169_png.rf.db5c4e716dac3be45044ffb904f0202d.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/169_png.rf.db5c4e716dac3be45044ffb904f0202d.txt,14,True,False,
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/16_png.rf.691cc1c2ecb1a6b9e2b253b55ee31e37.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/16_png.rf.691cc1c2ecb1a6b9e2b253b55ee31e37.jpg,16_png.rf.691cc1c2ecb1a6b9e2b253b55ee31e37.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/16_png.rf.691cc1c2ecb1a6b9e2b253b55ee31e37.txt,12,True,False,
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/16a_png.rf.e7f801e6e3e47469fbbd3bdd34677025.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/16a_png.rf.e7f801e6e3e47469fbbd3bdd34677025.jpg,16a_png.rf.e7f801e6e3e47469fbbd3bdd34677025.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/16a_png.rf.e7f801e6e3e47469fbbd3bdd34677025.txt,12,True,False,
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/16t_png.rf.119ab55b2bf60739d833fe614cf03c92.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/16t_png.rf.119ab55b2bf60739d833fe614cf03c92.jpg,16t_png.rf.119ab55b2bf60739d833fe614cf03c92.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/16t_png.rf.119ab55b2bf60739d833fe614cf03c92.txt,12,True,False,
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/170_png.rf.41755d44f9afc99e7cda8ff7b064d3e5.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/170_png.rf.41755d44f9afc99e7cda8ff7b064d3e5.jpg,170_png.rf.41755d44f9afc99e7cda8ff7b064d3e5.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/170_png.rf.41755d44f9afc99e7cda8ff7b064d3e5.txt,6,True,False,
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/171_png.rf.e0f78688a6d730302708d2eec60a4bdf.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/171_png.rf.e0f78688a6d730302708d2eec60a4bdf.jpg,171_png.rf.e0f78688a6d730302708d2eec60a4bdf.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/171_png.rf.e0f78688a6d730302708d2eec60a4bdf.txt,16,True,False,
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/172_png.rf.fcfccb64edd6563c971ed5aadc369851.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/172_png.rf.fcfccb64edd6563c971ed5aadc369851.jpg,172_png.rf.fcfccb64edd6563c971ed5aadc369851.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/172_png.rf.fcfccb64edd6563c971ed5aadc369851.txt,16,True,False,
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/173_png.rf.f39ff7cc18819e237dd9a08f84c71d40.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/173_png.rf.f39ff7cc18819e237dd9a08f84c71d40.jpg,173_png.rf.f39ff7cc18819e237dd9a08f84c71d40.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/173_png.rf.f39ff7cc18819e237dd9a08f84c71d40.txt,7,True,False,
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/174_png.rf.de712a5dfd0118a5ad22b8dda3158691.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/174_png.rf.de712a5dfd0118a5ad22b8dda3158691.jpg,174_png.rf.de712a5dfd0118a5ad22b8dda3158691.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/174_png.rf.de712a5dfd0118a5ad22b8dda3158691.txt,12,True,False,
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/175_png.rf.3bb291132648e4ddc6318584b8fab3f6.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/175_png.rf.3bb291132648e4ddc6318584b8fab3f6.jpg,175_png.rf.3bb291132648e4ddc6318584b8fab3f6.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/175_png.rf.3bb291132648e4ddc6318584b8fab3f6.txt,16,True,False,
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/176_png.rf.efe1d54c6d6afc77df454c854179fe54.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/176_png.rf.efe1d54c6d6afc77df454c854179fe54.jpg,176_png.rf.efe1d54c6d6afc77df454c854179fe54.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/176_png.rf.efe1d54c6d6afc77df454c854179fe54.txt,16,True,False,
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/177_png.rf.44e0980f0a0137fa46f4a9ac8c51e603.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/177_png.rf.44e0980f0a0137fa46f4a9ac8c51e603.jpg,177_png.rf.44e0980f0a0137fa46f4a9ac8c51e603.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/177_png.rf.44e0980f0a0137fa46f4a9ac8c51e603.txt,16,True,False,
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/178_png.rf.5087fa5324451e07d2ed4f3d0e39b8e7.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/178_png.rf.5087fa5324451e07d2ed4f3d0e39b8e7.jpg,178_png.rf.5087fa5324451e07d2ed4f3d0e39b8e7.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/178_png.rf.5087fa5324451e07d2ed4f3d0e39b8e7.txt,9,True,False,
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/179_png.rf.61fcb6e012295881e5f82e05b6d15283.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/179_png.rf.61fcb6e012295881e5f82e05b6d15283.jpg,179_png.rf.61fcb6e012295881e5f82e05b6d15283.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/179_png.rf.61fcb6e012295881e5f82e05b6d15283.txt,14,True,False,
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/17_png.rf.412b3f3fd9387b5e2df8747caf3236b6.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/17_png.rf.412b3f3fd9387b5e2df8747caf3236b6.jpg,17_png.rf.412b3f3fd9387b5e2df8747caf3236b6.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/17_png.rf.412b3f3fd9387b5e2df8747caf3236b6.txt,12,True,False,
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/17a_png.rf.156d5bf7e3400bc2a30f1251bb4dd348.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/17a_png.rf.156d5bf7e3400bc2a30f1251bb4dd348.jpg,17a_png.rf.156d5bf7e3400bc2a30f1251bb4dd348.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/17a_png.rf.156d5bf7e3400bc2a30f1251bb4dd348.txt,15,True,False,
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/17t_png.rf.a8ac8e7a7eacab92e5eeafd4bec778c9.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/17t_png.rf.a8ac8e7a7eacab92e5eeafd4bec778c9.jpg,17t_png.rf.a8ac8e7a7eacab92e5eeafd4bec778c9.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/17t_png.rf.a8ac8e7a7eacab92e5eeafd4bec778c9.txt,15,True,False,
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/180_png.rf.d95ed08408ababb588c6d1af919a1ba5.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/180_png.rf.d95ed08408ababb588c6d1af919a1ba5.jpg,180_png.rf.d95ed08408ababb588c6d1af919a1ba5.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/180_png.rf.d95ed08408ababb588c6d1af919a1ba5.txt,15,True,False,
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/181_png.rf.23ccd3b4b31a6fef484f7f0d25cf89d7.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/181_png.rf.23ccd3b4b31a6fef484f7f0d25cf89d7.jpg,181_png.rf.23ccd3b4b31a6fef484f7f0d25cf89d7.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/181_png.rf.23ccd3b4b31a6fef484f7f0d25cf89d7.txt,16,True,False,
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/184_png.rf.a6c6949a3896015ff99ada47dc75393b.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/184_png.rf.a6c6949a3896015ff99ada47dc75393b.jpg,184_png.rf.a6c6949a3896015ff99ada47dc75393b.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/184_png.rf.a6c6949a3896015ff99ada47dc75393b.txt,14,True,False,
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/185_png.rf.d2a971d3a33d7f290e313be493525277.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/185_png.rf.d2a971d3a33d7f290e313be493525277.jpg,185_png.rf.d2a971d3a33d7f290e313be493525277.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/185_png.rf.d2a971d3a33d7f290e313be493525277.txt,4,True,False,
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/186_png.rf.6e7fc2cce220b40aa716f4d90902659a.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/186_png.rf.6e7fc2cce220b40aa716f4d90902659a.jpg,186_png.rf.6e7fc2cce220b40aa716f4d90902659a.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/186_png.rf.6e7fc2cce220b40aa716f4d90902659a.txt,9,True,False,
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/187_png.rf.b5c19d9e137330a99f4a5885ac5c7d73.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/187_png.rf.b5c19d9e137330a99f4a5885ac5c7d73.jpg,187_png.rf.b5c19d9e137330a99f4a5885ac5c7d73.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/187_png.rf.b5c19d9e137330a99f4a5885ac5c7d73.txt,16,True,False,
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/188_png.rf.817e806abd4f5edc9588cc0dbf1a8616.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/188_png.rf.817e806abd4f5edc9588cc0dbf1a8616.jpg,188_png.rf.817e806abd4f5edc9588cc0dbf1a8616.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/188_png.rf.817e806abd4f5edc9588cc0dbf1a8616.txt,16,True,False,
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/18_png.rf.deca17bfe3ef6a0738238319d1dcdd71.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/18_png.rf.deca17bfe3ef6a0738238319d1dcdd71.jpg,18_png.rf.deca17bfe3ef6a0738238319d1dcdd71.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/18_png.rf.deca17bfe3ef6a0738238319d1dcdd71.txt,10,True,False,
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/18a_png.rf.6fd1e6c4251554864ca626ac2595e32d.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/18a_png.rf.6fd1e6c4251554864ca626ac2595e32d.jpg,18a_png.rf.6fd1e6c4251554864ca626ac2595e32d.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/18a_png.rf.6fd1e6c4251554864ca626ac2595e32d.txt,8,True,False,
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/18t_png.rf.52573d3d561f4ef4c73fbcc5a0d18752.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/18t_png.rf.52573d3d561f4ef4c73fbcc5a0d18752.jpg,18t_png.rf.52573d3d561f4ef4c73fbcc5a0d18752.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/18t_png.rf.52573d3d561f4ef4c73fbcc5a0d18752.txt,8,True,False,
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/190_png.rf.24ed612fdc752703c31861be4bc95545.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/190_png.rf.24ed612fdc752703c31861be4bc95545.jpg,190_png.rf.24ed612fdc752703c31861be4bc95545.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/190_png.rf.24ed612fdc752703c31861be4bc95545.txt,8,True,False,
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/191_png.rf.f0dae604026d771ea10fc7983a5b03e7.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/191_png.rf.f0dae604026d771ea10fc7983a5b03e7.jpg,191_png.rf.f0dae604026d771ea10fc7983a5b03e7.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/191_png.rf.f0dae604026d771ea10fc7983a5b03e7.txt,7,True,False,
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/192_png.rf.17e286ffa138705b5b8013c45e867d69.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/192_png.rf.17e286ffa138705b5b8013c45e867d69.jpg,192_png.rf.17e286ffa138705b5b8013c45e867d69.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/192_png.rf.17e286ffa138705b5b8013c45e867d69.txt,11,True,False,
train,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/images/193_png.rf.0d9b4209cb5fb72ec5b2eed87c2f25cc.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/topview_data/train/images/193_png.rf.0d9b4209cb5fb72ec5b2eed87c2f25cc.jpg,193_png.rf.0d9b4209cb5fb72ec5b2eed87c2f25cc.jpg,/home/fsilva/Desktop/MIA/1ano/2sem/VC/project_part2/task3/yolo_data/train/labels/193_png.rf.0d9b4209cb5fb72ec5b2eed87c2f25cc.txt,5,True,False,
